Time (s),Wind Speed (m/s),Load Variation (MW),Frequency Deviation (Hz),Battery SOC (%)
0,12.073524276402285,99.30944460665069,1.8707063946025386,51.0896582543371
1,12.105542456890108,100.19118265477726,1.883218942096294,50.92382072205915
2,11.303311280107746,100.01106824626407,1.87658291687991,49.48189364497886
3,11.774214474721388,99.11716201745077,1.8621481573149488,48.034604120801916
4,11.446708804147057,100.19757702895546,1.8856947945930225,47.82064064048524
5,11.817359848107614,98.90482957540335,1.8599595278896905,52.85029627355746
6,11.595609248087442,100.14084433867342,1.8932779621075204,46.110816770749565
7,11.762641697225499,98.83576753203073,1.8690719674957157,50.427613362291815
8,12.087844071567732,99.20796224293922,1.870627555770468,50.457725093642374
9,12.391224018209247,99.15481825849923,1.8678428025783587,53.23097026253431
10,12.95830172888081,99.6604267919679,1.8647174542524192,53.28978359286783
11,12.357129264048886,100.15238946811243,1.8698869594778273,47.96578732816895
12,12.054199920874018,101.26219772441543,1.899854899403582,51.750656755668835
13,12.308873477727653,99.60011791445464,1.8694183293562157,51.61940370026896
14,11.831488103022085,102.20563192756728,1.9176406757126543,50.36992611653458
15,11.819006157466497,100.80019867524071,1.905118287171663,51.94361069665353
16,11.527758450416313,98.99156098360032,1.8563335356951638,51.42391307043888
17,12.371493504153767,99.09295447810217,1.8607453296514576,50.479100082378096
18,12.547758350085042,101.43142630008036,1.8995718747819457,50.43586507602176
19,12.292237997788101,100.24475141208684,1.8783520773703193,51.57141810914323
20,11.695283433612923,99.61816110855929,1.872486462710529,50.14732437725332
21,12.070946146345406,101.14487667172978,1.9020869071228876,50.263587582887965
22,12.483463175481342,101.15266639582138,1.8941738901469733,48.47104468860177
23,12.215097563177169,101.54179642570999,1.9095206844393224,51.31468679624125
24,13.562550996889527,101.57682473677848,1.8939385859991436,52.48804122082771
25,12.333409523992813,102.40729435035347,1.9227740000139781,52.64008909642604
26,13.44687116817025,101.8936540124565,1.9010933851280365,45.11078088517331
27,12.298882544284439,100.23142307374131,1.8811503914846506,49.75140734834031
28,12.030474990180908,101.46204569394462,1.9131656269417816,52.16012535204081
29,13.424866007048426,102.01677408417434,1.9008590584433955,50.167214257423836
30,11.948048043687383,100.99758148983523,1.8990510441660238,48.37228305667901
31,12.242597800935181,99.79844508084521,1.8642330035089418,49.77652991858055
32,12.115230907751313,100.15469762941196,1.8807343906695984,51.702311899868846
33,11.988260899840908,101.10228060326965,1.9080295241751686,45.94678645556901
34,13.364811292844077,102.54734278390657,1.9238731233198019,54.256032832255904
35,12.818296258096954,102.42527239265523,1.917632729545695,52.03763059141869
36,11.54723728587675,102.73160059105405,1.9417784190887935,50.99926062872407
37,11.927295839901163,99.86569681710502,1.8753115923288324,51.41163887526899
38,12.585765011683419,102.21668764694772,1.9142795717936902,51.302307845449285
39,12.821556728720935,100.52795184554067,1.8787988140096583,48.376290010175026
40,11.94362112894351,101.55136488444563,1.910468915322283,53.269052778791064
41,12.43103392742122,102.16690038670214,1.9261794289688212,49.23348089861622
42,12.282919117801898,101.66414344057335,1.9083411226099705,53.42798595891361
43,13.403998980977834,100.81452761203761,1.888723140055461,51.91892135215776
44,12.490171823588488,102.12394007575016,1.908347504899892,50.92064675268009
45,12.548872367757289,99.84216308188336,1.874207191762873,52.43348303597318
46,12.381596455370323,101.56957387334812,1.9105710529793132,53.657107364249235
47,12.221765813563106,103.55369188965379,1.9501477729531396,56.74024126592035
48,12.697280109652963,101.56529967592118,1.9069416513857413,53.61816565845961
49,12.357834439941765,103.27935644430967,1.9434376337614012,51.15912858787572
50,11.233314646716268,102.43479853597883,1.9383107803013635,52.094710318053195
51,12.662108992348093,102.18879163550571,1.9238336033002035,48.81567487105297
52,12.723719497987245,103.23629515384766,1.9330193109369302,50.00130641693375
53,12.000177246536639,102.66290460003336,1.9208894817630624,48.989834319924384
54,12.806771490173864,101.9457967167503,1.9102395589436334,52.54860303056774
55,13.022018587066727,102.64777285336058,1.9310256719486445,54.14592410473747
56,12.42205926194009,101.53418046163154,1.9024065384782254,52.7969380288062
57,12.90060668810831,103.42350136927479,1.9347823260873003,48.92668212675568
58,12.219440285184705,104.14649754971205,1.9656729136605173,52.242924439680266
59,11.894926722763785,104.97036722233452,1.9783923926658469,53.698842421140995
60,13.153452807373462,102.22897067453714,1.9177868514440746,53.52863485607889
61,12.632470573636175,104.40026293571222,1.9671641960895359,49.31898334841456
62,12.976169499823785,103.36491955774407,1.93736511902532,50.080523897981074
63,12.982038883106394,102.41083593762039,1.921886011445382,50.58695724305666
64,12.659835913045788,102.78643573002074,1.9363660823373352,51.38478377766187
65,12.933797767865894,103.38579359813106,1.9386691902704734,52.1338996130107
66,12.486060002493293,102.12184706996536,1.9130752144664565,48.982446470631366
67,11.829861075189465,103.79693781555481,1.95193652624427,51.93794229106292
68,12.505509314952452,103.82516336115069,1.9461024408785261,47.296864689459056
69,12.721934632242537,103.83722818086646,1.949937778955846,48.84230146857186
70,13.198957485353631,103.58494737957609,1.9446170680093675,51.97500315509625
71,13.542104116943468,102.38779633469603,1.9173416218507622,53.897883868733125
72,13.071512583158746,104.25984467264315,1.9528334670297658,50.74423447361012
